,Vreme,SO2 [ug.m-3],O3 [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],CO [mg.m-3],NO [ug.m-3],V [m/s],dd [°],P [mb],t [°C],Rh [%]
0,2019-11-03 18:00:00,20.17,44.84,3.97,8.29,0.22,2.84,1.44,100.27,994.74,19.05,61.57
1,2019-11-03 19:00:00,20.75,45.51,5.39,9.62,0.23,2.71,1.44,127.3,994.16,18.72,63.14
2,2019-11-03 20:00:00,30.67,54.52,4.45,8.4,0.18,2.61,2.25,137.82,994.08,19.75,58.87
3,2019-11-03 21:00:00,23.23,48.0,2.88,6.97,0.2,2.65,1.52,136.23,994.09,18.51,61.67
4,2019-11-03 22:00:00,18.36,45.85,3.14,5.7,0.21,1.67,1.64,137.55,993.56,17.91,64.44
5,2019-11-03 23:00:00,17.74,51.88,1.43,4.09,0.19,1.68,2.1,132.89,993.16,18.4,63.0
6,2019-11-04 00:00:00,17.63,55.89,0.84,2.86,0.17,1.28,2.56,133.75,992.71,18.94,60.22
7,2019-11-04 01:00:00,16.34,57.49,,2.77,0.16,1.95,2.48,141.95,992.19,18.87,60.18
8,2019-11-04 02:00:00,15.87,55.23,0.5,4.21,0.16,2.71,2.15,135.33,992.04,18.42,61.93
9,2019-11-04 03:00:00,17.74,55.42,0.61,4.7,0.15,2.69,3.2,135.98,991.4,18.71,61.66
10,2019-11-04 04:00:00,22.15,54.25,,,0.14,,3.28,131.9,991.27,18.92,61.44
11,2019-11-04 05:00:00,21.28,54.0,1.5,4.51,,1.98,2.47,133.55,990.96,18.75,62.48
12,2019-11-04 06:00:00,20.37,51.29,1.5,6.11,0.14,3.06,2.73,141.45,990.82,18.74,64.98
13,2019-11-04 07:00:00,27.44,49.7,4.71,8.31,0.14,2.36,2.87,136.31,991.01,19.15,64.3
14,2019-11-04 08:00:00,,,4.17,8.55,0.15,3.11,3.07,145.05,991.07,19.62,62.78
15,2019-11-04 09:00:00,27.98,52.32,3.85,8.53,0.15,3.03,3.08,143.17,991.0,19.82,62.4
16,2019-11-04 10:00:00,28.33,52.12,4.21,8.48,0.16,2.73,2.11,140.73,991.09,20.34,61.83
17,2019-11-04 11:00:00,21.47,55.7,2.31,5.48,0.15,2.07,1.93,141.26,991.31,20.75,59.71
18,2019-11-04 12:00:00,15.05,38.95,6.8,14.6,0.16,5.13,0.45,155.37,992.95,16.52,75.75
19,2019-11-04 13:00:00,16.78,50.27,5.09,10.06,0.17,3.16,0.52,165.68,993.28,17.39,76.42
20,2019-11-04 14:00:00,18.76,52.95,9.76,14.77,0.25,3.31,0.42,35.54,993.86,19.27,62.88
21,2019-11-04 15:00:00,17.09,41.33,13.17,19.33,0.24,3.93,0.25,123.83,994.62,18.82,64.7
22,2019-11-04 16:00:00,14.84,39.5,13.28,17.88,0.23,3.07,0.16,143.22,995.4,18.16,66.15
23,2019-11-04 17:00:00,14.26,45.31,7.98,12.86,0.21,3.25,0.52,161.81,996.47,17.2,66.96
24,2019-11-04 18:00:00,13.31,20.33,20.99,29.48,0.36,5.33,0.05,332.24,997.22,16.58,68.87
25,2019-11-04 19:00:00,12.97,1.83,30.57,67.63,0.59,24.23,0.15,78.69,997.96,15.8,73.18
26,2019-11-04 20:00:00,12.01,1.52,25.36,47.17,0.63,14.58,0.13,84.19,998.5,14.56,78.01
27,2019-11-04 21:00:00,11.95,10.9,20.55,46.39,0.62,17.0,0.33,131.63,998.66,14.67,78.94
28,2019-11-04 22:00:00,11.4,43.27,2.03,2.48,0.17,0.5,1.09,156.9,999.04,15.76,73.03
29,2019-11-04 23:00:00,13.13,56.33,1.78,3.05,0.15,0.78,1.14,165.91,999.03,16.12,65.2
30,2019-11-05 00:00:00,13.59,62.46,,,0.15,,1.17,164.71,999.21,16.51,56.16
31,2019-11-05 01:00:00,14.6,62.48,2.45,9.18,0.14,4.35,1.48,166.05,999.37,16.59,53.19
32,2019-11-05 02:00:00,13.48,67.02,2.52,6.45,0.11,2.55,0.27,174.59,999.21,16.96,49.4
33,2019-11-05 03:00:00,12.11,71.93,1.59,7.38,0.1,3.78,1.59,155.33,999.21,17.75,46.23
34,2019-11-05 04:00:00,11.25,71.8,1.73,7.64,0.11,3.88,1.06,162.84,999.1,17.85,45.76
35,2019-11-05 05:00:00,10.82,70.59,3.16,8.24,0.1,3.29,0.76,176.24,999.21,17.98,45.66
36,2019-11-05 06:00:00,10.6,69.16,3.26,9.5,0.11,4.04,1.14,145.4,999.39,18.06,45.06
37,2019-11-05 07:00:00,12.52,66.34,5.52,11.81,0.13,4.1,1.82,137.35,999.6,18.41,45.67
38,2019-11-05 08:00:00,13.38,65.61,5.32,10.81,0.12,3.65,2.06,139.57,999.58,19.86,43.77
39,2019-11-05 09:00:00,12.34,67.98,5.51,10.68,0.12,3.35,3.1,148.58,999.13,20.15,44.9
40,2019-11-05 10:00:00,12.58,66.26,5.22,11.46,0.13,4.01,2.97,146.24,998.37,21.36,45.58
41,2019-11-05 11:00:00,11.83,73.94,3.69,11.93,0.13,5.41,3.42,151.15,997.32,23.2,41.06
42,2019-11-05 12:00:00,11.2,76.56,3.44,9.63,0.13,4.08,3.71,152.07,996.55,24.03,38.28
43,2019-11-05 13:00:00,10.72,75.12,4.48,10.57,0.14,3.99,2.31,156.12,995.94,24.62,37.43
44,2019-11-05 14:00:00,10.85,76.5,3.82,9.29,0.14,3.58,2.18,150.29,995.7,24.73,36.34
45,2019-11-05 15:00:00,11.03,72.18,6.17,11.35,0.18,3.37,1.29,130.82,995.66,24.31,37.93
46,2019-11-05 16:00:00,15.29,66.13,8.28,13.94,0.21,3.7,1.37,135.39,995.25,23.04,41.35
47,2019-11-05 17:00:00,14.07,62.98,7.69,12.72,0.23,3.29,2.01,134.23,995.03,22.89,41.93
48,2019-11-05 18:00:00,13.57,61.4,6.09,12.29,0.19,4.11,2.17,143.43,994.64,22.17,44.99
49,2019-11-05 19:00:00,15.09,64.25,4.92,11.67,0.15,4.43,2.47,137.85,994.25,21.66,46.7
50,2019-11-05 20:00:00,17.93,62.44,4.28,11.69,0.15,4.82,2.91,139.48,994.04,21.07,48.54
51,2019-11-05 21:00:00,26.88,59.89,6.98,14.05,0.16,4.59,2.34,135.86,993.78,20.5,50.38
52,2019-11-05 22:00:00,30.24,61.83,6.42,12.65,0.14,4.09,2.13,133.77,993.56,20.56,51.12
53,2019-11-05 23:00:00,18.66,63.76,4.07,9.42,0.14,3.49,2.26,134.51,993.73,20.27,52.27
54,2019-11-06 00:00:00,20.51,62.99,4.11,9.11,0.13,3.3,1.92,146.63,993.6,20.29,52.73
55,2019-11-06 01:00:00,23.54,57.63,5.75,12.75,0.16,4.54,0.46,175.53,994.29,20.48,52.5
56,2019-11-06 02:00:00,13.69,46.63,5.47,12.42,0.24,4.58,0.28,287.26,996.26,17.68,67.21
57,2019-11-06 03:00:00,12.55,40.11,4.94,11.16,0.19,4.05,0.73,301.31,996.77,16.69,74.15
58,2019-11-06 04:00:00,10.95,33.28,4.42,10.19,0.12,3.77,0.51,325.39,998.45,15.11,82.01
59,2019-11-06 05:00:00,10.44,31.14,4.86,13.19,0.13,5.43,0.3,150.17,998.53,14.1,86.08
60,2019-11-06 06:00:00,10.38,29.85,7.14,13.31,0.14,3.97,0.76,134.91,998.58,13.41,88.6
61,2019-11-06 07:00:00,10.33,29.79,8.08,15.22,0.16,4.66,0.73,122.43,999.43,13.31,89.11
62,2019-11-06 08:00:00,9.8,24.17,10.25,17.57,0.19,4.78,0.6,135.87,1000.48,13.71,88.51
63,2019-11-06 09:00:00,9.24,34.37,4.5,12.45,0.15,5.22,0.51,121.15,1000.88,14.21,87.0
64,2019-11-06 10:00:00,10.11,41.9,5.01,11.68,0.15,4.34,0.64,142.8,1001.48,15.17,84.1
65,2019-11-06 11:00:00,11.35,46.58,6.92,13.58,0.15,4.33,0.98,134.37,1001.52,16.04,81.5
66,2019-11-06 12:00:00,11.32,50.37,7.05,13.03,0.14,3.86,0.95,134.13,1001.59,16.34,78.72
67,2019-11-06 13:00:00,11.75,49.68,8.9,16.07,0.15,4.7,0.71,131.56,1001.48,17.14,73.04
68,2019-11-06 14:00:00,11.33,47.26,6.83,14.48,0.17,5.0,1.13,144.77,1001.62,16.68,73.41
69,2019-11-06 15:00:00,10.44,40.15,7.76,14.06,0.17,4.08,0.87,136.56,1001.56,16.05,75.71
70,2019-11-06 16:00:00,10.56,37.26,6.44,12.38,0.17,3.84,0.63,137.63,1001.49,15.33,78.18
71,2019-11-06 17:00:00,10.68,25.6,16.59,24.43,0.27,5.06,0.31,72.46,1001.01,15.16,77.31
72,2019-11-06 18:00:00,11.07,30.55,14.35,21.69,0.28,4.92,0.34,64.57,1001.19,14.83,76.45
73,2019-11-06 19:00:00,10.97,24.77,15.09,21.83,0.29,4.35,0.53,86.65,1000.78,14.58,76.92
74,2019-11-06 20:00:00,11.08,18.69,18.43,30.22,0.3,7.66,0.24,49.08,1000.31,14.48,77.66
75,2019-11-06 21:00:00,10.48,20.35,12.49,21.33,0.28,5.8,0.38,91.92,1000.5,14.17,79.68
76,2019-11-06 22:00:00,10.43,16.88,10.43,17.35,0.3,4.54,0.49,71.1,999.9,14.04,82.55
77,2019-11-06 23:00:00,10.76,7.83,18.6,31.08,0.36,8.15,0.6,21.6,999.99,14.35,82.83
78,2019-11-07 00:00:00,10.79,30.87,10.33,20.96,0.23,6.98,0.17,35.3,1000.11,14.97,76.53
79,2019-11-07 01:00:00,10.92,34.32,8.46,14.96,0.22,4.28,0.17,97.62,1000.31,15.1,71.06
80,2019-11-07 02:00:00,10.61,31.66,7.04,13.14,0.19,4.02,0.4,85.47,1000.16,14.5,74.74
81,2019-11-07 03:00:00,10.35,28.24,6.98,13.5,0.18,4.23,0.14,306.31,1000.38,14.99,71.81
82,2019-11-07 04:00:00,10.39,15.78,11.99,20.47,0.23,5.52,0.19,248.95,1000.96,14.17,75.79
83,2019-11-07 05:00:00,10.38,8.11,,,0.25,,0.32,191.39,1001.15,13.38,81.24
84,2019-11-07 06:00:00,9.92,6.92,9.44,18.84,,6.09,0.17,198.2,1001.42,13.17,84.46
85,2019-11-07 07:00:00,10.3,3.62,14.81,32.85,0.39,11.68,0.37,179.21,1002.22,13.37,86.25
86,2019-11-07 08:00:00,9.83,12.44,14.61,25.4,0.27,7.07,0.68,144.69,1002.88,13.06,88.21
87,2019-11-07 09:00:00,,,12.99,21.26,0.19,5.35,0.56,133.16,1003.05,13.49,87.6
88,2019-11-07 10:00:00,11.05,29.91,16.26,28.43,0.24,7.92,0.15,332.78,1003.46,14.97,83.75
89,2019-11-07 11:00:00,13.76,54.58,10.8,18.49,0.18,5.08,0.07,334.8,1003.28,17.03,70.47
90,2019-11-07 12:00:00,12.06,59.88,8.4,16.09,0.16,5.03,0.39,114.24,1003.23,18.37,63.39
91,2019-11-07 13:00:00,10.85,66.41,6.17,14.26,0.16,5.55,0.3,134.34,1003.31,19.18,58.55
92,2019-11-07 14:00:00,11.37,61.27,9.27,15.1,0.21,3.74,0.31,73.56,1003.36,18.64,58.88
93,2019-11-07 15:00:00,11.73,33.68,23.33,35.95,0.28,8.16,0.25,44.82,1003.55,17.84,65.12
94,2019-11-07 16:00:00,11.09,16.75,29.61,39.56,0.32,6.44,0.27,124.21,1003.89,16.89,69.72
95,2019-11-07 17:00:00,10.44,7.38,27.76,40.01,0.4,8.07,0.7,139.0,1004.41,15.19,76.35
96,2019-11-07 18:00:00,9.67,6.84,22.21,32.09,0.37,6.44,0.43,131.51,1004.61,14.29,80.25
97,2019-11-07 19:00:00,10.35,6.62,26.93,49.01,0.46,14.39,0.24,50.99,1004.66,14.59,80.57
98,2019-11-07 20:00:00,10.4,14.77,18.45,29.97,0.31,7.45,0.36,7.2,1004.57,14.47,79.09
99,2019-11-07 21:00:00,10.88,11.93,29.38,45.73,0.44,15.09,0.38,29.06,1004.47,14.5,76.49
100,2019-11-07 22:00:00,10.15,15.98,15.84,25.89,0.36,6.56,0.36,28.7,1004.51,14.05,78.73
101,2019-11-07 23:00:00,10.13,12.71,12.0,21.77,0.35,6.42,0.25,359.31,1004.48,13.53,80.48
102,2019-11-08 00:00:00,9.73,15.77,9.18,18.53,0.28,6.22,0.34,23.76,1004.59,13.15,83.26
103,2019-11-08 01:00:00,9.99,24.7,5.67,12.01,0.2,4.13,0.37,19.1,1004.39,13.22,83.0
104,2019-11-08 02:00:00,9.77,23.79,4.99,9.73,0.2,3.06,0.53,11.12,1003.87,12.81,82.63
105,2019-11-08 03:00:00,9.93,16.54,5.3,11.75,0.22,4.16,0.15,342.72,1003.43,12.53,83.88
106,2019-11-08 04:00:00,9.82,13.31,4.9,11.91,0.22,4.51,0.19,44.59,1003.28,12.14,85.65
107,2019-11-08 05:00:00,9.69,11.09,7.02,17.45,0.23,6.32,0.54,10.06,1002.98,12.24,86.68
