,CO [mg.m-3],Mesto,NO [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],O3 [ug.m-3],P [mb],PM1 [ug.m-3],PM10 [ug.m-3],PM2.5 [ug.m-3],Rh [%],SO2 [ug.m-3],Unnamed: 0,V [m/s],Vreme,dd [°],t [°C],Mesto_Beograd,Mesto_Kragujevac,Mesto_Nis,Mesto_Novi Sad,Mesto_Sabac,Mesto_Uzice
1093,0.41,Beograd,12.68,23.68,43.37,20.07,1012.79,16.58,24.2,18.15,68.92,,374.0,1.66,2019-11-19 07:00:00,227.05,13.89,1,0,0,0,0,0
1094,0.4,Beograd,12.19,21.07,39.64,23.07,1012.75,18.15,23.99,20.0,67.04,,375.0,1.87,2019-11-19 08:00:00,225.91,14.49,1,0,0,0,0,0
1095,0.39,Beograd,11.33,20.5,37.33,29.66,1012.52,18.41,26.49,20.91,65.92,,376.0,2.41,2019-11-19 09:00:00,222.81,15.42,1,0,0,0,0,0
1096,0.36,Beograd,,,,38.09,1012.34,17.6,27.39,19.66,61.61,,377.0,2.32,2019-11-19 10:00:00,222.39,17.01,1,0,0,0,0,0
1097,0.39,Beograd,8.99,19.84,33.67,41.37,1011.61,20.12,30.23,22.42,55.94,,378.0,1.96,2019-11-19 11:00:00,223.16,18.5,1,0,0,0,0,0
1098,0.4,Beograd,9.74,24.91,39.78,,1011.2,18.72,27.49,20.76,53.98,,379.0,1.52,2019-11-19 12:00:00,226.2,19.03,1,0,0,0,0,0
1099,0.38,Beograd,8.77,27.11,41.67,37.17,1010.73,18.84,32.15,21.56,50.66,,380.0,0.96,2019-11-19 13:00:00,229.28,19.98,1,0,0,0,0,0
1100,0.39,Beograd,6.77,24.13,34.55,43.1,1010.34,18.63,31.95,21.67,49.3,,381.0,1.05,2019-11-19 14:00:00,232.5,19.83,1,0,0,0,0,0
1101,0.39,Beograd,8.03,29.88,42.26,39.58,1010.18,21.32,40.56,24.93,50.95,,382.0,1.48,2019-11-19 15:00:00,225.4,19.03,1,0,0,0,0,0
1102,0.4,Beograd,7.1,29.93,40.68,30.08,1010.24,21.64,34.92,24.4,54.46,,383.0,0.84,2019-11-19 16:00:00,238.52,18.24,1,0,0,0,0,0
1103,0.45,Beograd,7.5,23.02,34.47,29.15,1010.21,22.15,31.28,24.34,61.05,,384.0,1.73,2019-11-19 17:00:00,226.35,16.4,1,0,0,0,0,0
1104,0.41,Beograd,6.3,19.35,29.05,30.7,1010.33,22.5,29.91,24.28,64.77,,385.0,1.28,2019-11-19 18:00:00,236.46,15.51,1,0,0,0,0,0
1105,0.47,Beograd,5.85,19.79,28.78,32.03,1010.31,22.98,33.5,24.97,63.56,,386.0,0.97,2019-11-19 19:00:00,245.08,15.44,1,0,0,0,0,0
1106,0.43,Beograd,4.97,17.47,25.05,35.53,1010.18,21.49,28.77,23.37,63.01,,387.0,0.22,2019-11-19 20:00:00,254.44,15.43,1,0,0,0,0,0
1107,0.36,Beograd,4.17,12.91,19.36,41.83,1009.85,19.24,24.55,21.02,62.2,,388.0,0.59,2019-11-19 21:00:00,261.79,15.4,1,0,0,0,0,0
1108,0.37,Beograd,4.28,11.63,18.18,43.92,1009.46,18.33,22.99,19.95,64.64,,389.0,1.65,2019-11-19 22:00:00,233.56,14.96,1,0,0,0,0,0
1109,0.32,Beograd,3.25,7.83,12.78,44.78,1008.98,13.17,17.62,14.23,65.37,,390.0,1.02,2019-11-19 23:00:00,236.73,14.7,1,0,0,0,0,0
1110,0.29,Beograd,3.06,5.15,9.82,45.06,1008.46,7.69,10.88,8.7,66.03,,391.0,1.81,2019-11-20 00:00:00,232.79,14.41,1,0,0,0,0,0
1111,0.27,Beograd,2.37,3.59,7.25,44.27,1008.08,6.32,8.96,7.14,66.04,,392.0,1.22,2019-11-20 01:00:00,246.57,14.5,1,0,0,0,0,0
1112,0.27,Beograd,2.59,3.16,7.13,43.76,1007.54,5.94,8.14,6.64,66.09,,393.0,0.88,2019-11-20 02:00:00,250.23,14.66,1,0,0,0,0,0
1113,0.27,Beograd,2.5,2.69,6.49,46.89,1006.75,9.92,13.14,11.21,67.51,,394.0,1.63,2019-11-20 03:00:00,233.83,14.63,1,0,0,0,0,0
1114,0.38,Beograd,2.39,4.3,7.99,42.23,1006.11,14.35,20.48,16.32,67.02,,395.0,0.93,2019-11-20 04:00:00,234.04,15.03,1,0,0,0,0,0
1115,0.31,Beograd,2.62,4.85,8.89,36.85,1005.37,16.33,23.24,18.22,69.82,,396.0,1.56,2019-11-20 05:00:00,243.11,14.87,1,0,0,0,0,0
1116,0.32,Beograd,3.22,7.55,12.45,39.06,1004.94,17.55,25.72,19.5,69.29,,397.0,2.06,2019-11-20 06:00:00,227.84,14.91,1,0,0,0,0,0
1117,0.35,Beograd,4.73,11.24,18.59,34.84,1004.72,16.02,24.32,18.18,69.22,,398.0,2.3,2019-11-20 07:00:00,227.61,15.05,1,0,0,0,0,0
1118,0.37,Beograd,5.34,13.84,22.01,34.63,1004.86,19.72,32.11,22.05,67.9,,399.0,2.12,2019-11-20 08:00:00,227.53,15.43,1,0,0,0,0,0
1119,0.39,Beograd,6.31,16.44,26.09,31.21,1005.0,16.79,25.56,18.68,67.62,,400.0,2.22,2019-11-20 09:00:00,224.48,15.63,1,0,0,0,0,0
1120,0.38,Beograd,7.62,14.82,26.47,20.95,1004.97,14.33,17.8,15.29,73.88,,401.0,2.1,2019-11-20 10:00:00,231.98,14.89,1,0,0,0,0,0
1121,0.35,Beograd,7.9,13.38,25.48,18.87,1004.47,9.42,11.2,10.0,78.38,,402.0,1.96,2019-11-20 11:00:00,228.28,14.53,1,0,0,0,0,0
1122,0.45,Beograd,8.7,14.72,28.02,23.26,1003.97,11.87,15.44,12.9,75.83,,403.0,1.8,2019-11-20 12:00:00,224.53,15.23,1,0,0,0,0,0
1123,0.39,Beograd,8.26,16.1,28.76,36.14,1003.5,12.54,18.04,13.87,68.03,,404.0,2.52,2019-11-20 13:00:00,221.7,16.6,1,0,0,0,0,0
1124,0.4,Beograd,7.56,21.13,32.78,35.68,1003.72,16.94,23.13,18.4,62.28,,405.0,1.72,2019-11-20 14:00:00,226.92,17.61,1,0,0,0,0,0
1125,0.38,Beograd,9.1,26.04,39.15,40.77,1003.63,17.19,23.47,18.78,59.89,,406.0,2.21,2019-11-20 15:00:00,225.11,17.43,1,0,0,0,0,0
1126,0.47,Beograd,10.15,32.4,47.96,21.3,1003.6,18.35,23.96,19.92,61.47,,407.0,1.84,2019-11-20 16:00:00,222.61,16.96,1,0,0,0,0,0
1127,0.44,Beograd,6.57,23.37,33.31,30.48,1003.7,18.45,22.54,19.88,63.19,,408.0,1.78,2019-11-20 17:00:00,220.13,16.48,1,0,0,0,0,0
1128,0.39,Beograd,7.87,26.32,38.45,30.61,1003.97,15.67,19.53,16.85,62.31,,409.0,1.9,2019-11-20 18:00:00,221.7,16.48,1,0,0,0,0,0
1129,0.43,Beograd,9.45,29.87,44.38,27.55,1004.14,15.87,20.26,17.02,62.2,,410.0,1.65,2019-11-20 19:00:00,220.64,16.26,1,0,0,0,0,0
1130,0.43,Beograd,12.22,31.09,49.58,26.33,1004.37,17.68,22.57,19.3,62.44,,411.0,1.46,2019-11-20 20:00:00,231.24,15.88,1,0,0,0,0,0
1131,0.42,Beograd,7.93,24.52,37.28,32.3,1004.64,17.43,22.03,19.25,61.89,,412.0,1.49,2019-11-20 21:00:00,221.83,15.61,1,0,0,0,0,0
1132,0.41,Beograd,6.92,21.07,31.78,37.84,1004.99,14.4,20.37,16.47,60.26,,413.0,1.42,2019-11-20 22:00:00,225.01,15.49,1,0,0,0,0,0
1133,0.37,Beograd,5.64,18.66,27.22,40.77,1005.34,12.0,17.88,14.49,58.12,,414.0,1.46,2019-11-20 23:00:00,223.13,15.49,1,0,0,0,0,0
1134,0.34,Beograd,5.31,15.76,24.21,42.05,1005.52,11.81,17.79,14.19,58.43,,415.0,1.48,2019-11-21 00:00:00,224.23,15.36,1,0,0,0,0,0
1135,0.29,Beograd,5.0,11.91,20.42,49.4,1005.72,10.32,17.81,12.72,57.1,,416.0,1.95,2019-11-21 01:00:00,220.56,15.32,1,0,0,0,0,0
1136,0.29,Beograd,3.38,9.37,14.55,52.01,1005.73,9.94,16.71,12.77,55.36,,417.0,1.51,2019-11-21 02:00:00,225.75,15.52,1,0,0,0,0,0
1137,0.27,Beograd,2.82,7.45,11.77,54.34,1005.56,8.13,15.69,10.6,53.7,,418.0,1.48,2019-11-21 03:00:00,222.07,15.46,1,0,0,0,0,0
1138,0.27,Beograd,2.87,7.51,11.95,53.66,1005.59,7.63,15.89,10.56,55.22,,419.0,1.66,2019-11-21 04:00:00,220.8,14.97,1,0,0,0,0,0
1139,0.27,Beograd,3.19,9.2,14.08,47.96,1005.86,9.1,16.03,11.75,58.98,,420.0,2.02,2019-11-21 05:00:00,224.24,14.4,1,0,0,0,0,0
1140,0.34,Beograd,4.75,13.8,21.18,32.21,1006.02,14.1,18.3,15.95,67.32,,421.0,2.16,2019-11-21 06:00:00,221.69,13.97,1,0,0,0,0,0
1141,0.41,Beograd,11.39,21.33,38.78,21.75,1006.48,16.53,20.53,17.89,70.11,,422.0,2.29,2019-11-21 07:00:00,223.7,13.86,1,0,0,0,0,0
1142,0.39,Beograd,10.26,20.77,36.5,26.24,1006.92,17.69,23.55,19.38,68.12,,423.0,1.65,2019-11-21 08:00:00,229.15,14.82,1,0,0,0,0,0
1143,0.41,Beograd,12.17,20.97,39.22,30.45,1006.84,17.24,23.12,18.78,65.4,,424.0,1.94,2019-11-21 09:00:00,222.75,15.87,1,0,0,0,0,0
1144,0.38,Beograd,9.03,18.27,32.16,38.1,1006.82,15.33,20.79,16.99,60.27,,425.0,1.92,2019-11-21 10:00:00,224.78,17.38,1,0,0,0,0,0
1145,0.34,Beograd,7.84,17.65,29.7,42.69,1006.44,14.86,24.08,16.48,55.42,,426.0,1.62,2019-11-21 11:00:00,225.74,18.52,1,0,0,0,0,0
1146,0.34,Beograd,7.81,16.97,28.91,46.04,1006.13,15.13,24.01,17.11,52.34,,427.0,1.61,2019-11-21 12:00:00,228.47,19.31,1,0,0,0,0,0
1147,0.35,Beograd,7.33,18.78,29.96,38.28,1005.67,13.29,23.74,15.17,53.07,,428.0,0.82,2019-11-21 13:00:00,249.34,19.16,1,0,0,0,0,0
1148,0.34,Beograd,6.03,16.15,25.41,30.52,1005.64,9.63,16.51,10.83,58.28,,429.0,0.91,2019-11-21 14:00:00,246.6,17.78,1,0,0,0,0,0
1149,,Beograd,6.45,16.48,26.39,25.83,1005.72,8.85,14.22,9.82,61.39,,430.0,1.4,2019-11-21 15:00:00,224.88,16.59,1,0,0,0,0,0
1150,0.35,Beograd,6.22,15.82,25.33,22.3,1005.99,8.41,13.32,9.48,65.09,,431.0,1.54,2019-11-21 16:00:00,234.51,15.45,1,0,0,0,0,0
1151,0.35,Beograd,5.89,13.26,22.35,20.05,1006.1,9.38,11.64,10.16,69.33,,432.0,1.66,2019-11-21 17:00:00,235.86,14.28,1,0,0,0,0,0
1152,0.33,Beograd,6.55,13.08,23.13,18.29,1006.2,9.52,11.49,10.27,71.08,,433.0,1.68,2019-11-21 18:00:00,233.85,13.48,1,0,0,0,0,0
1153,0.33,Beograd,5.81,12.9,21.81,17.34,1006.17,8.47,9.47,8.86,70.95,,434.0,1.42,2019-11-21 19:00:00,235.92,13.19,1,0,0,0,0,0
1154,0.68,Beograd,7.17,15.66,26.67,15.04,1006.29,11.17,15.88,12.51,70.97,,435.0,1.69,2019-11-21 20:00:00,231.55,13.07,1,0,0,0,0,0
1155,0.54,Beograd,6.84,13.97,24.44,16.57,1006.54,9.44,14.88,11.23,70.52,,436.0,1.79,2019-11-21 21:00:00,226.71,12.94,1,0,0,0,0,0
1156,0.41,Beograd,5.54,11.86,20.29,18.99,1006.58,6.36,9.88,7.25,70.45,,437.0,1.81,2019-11-21 22:00:00,227.98,12.75,1,0,0,0,0,0
1157,0.39,Beograd,4.35,9.31,15.91,22.57,1006.79,4.04,6.41,5.05,69.53,,438.0,2.28,2019-11-21 23:00:00,224.13,12.49,1,0,0,0,0,0
1158,0.32,Beograd,3.88,6.64,12.63,25.15,1006.91,2.31,3.14,2.66,69.22,,439.0,2.09,2019-11-22 00:00:00,228.65,12.17,1,0,0,0,0,0
1159,0.38,Beograd,3.16,5.68,10.52,24.65,1007.0,2.5,5.89,3.55,67.8,,440.0,1.24,2019-11-22 01:00:00,247.86,11.96,1,0,0,0,0,0
1160,0.39,Beograd,2.86,5.41,9.79,26.13,1006.92,2.34,8.18,3.39,66.25,,441.0,1.79,2019-11-22 02:00:00,230.1,11.67,1,0,0,0,0,0
1161,0.29,Beograd,2.38,3.45,7.08,30.51,1006.94,1.32,4.03,1.82,65.49,,442.0,1.95,2019-11-22 03:00:00,226.5,11.14,1,0,0,0,0,0
1162,0.33,Beograd,2.73,4.76,8.94,29.77,1007.15,1.11,2.56,1.62,65.84,,443.0,2.25,2019-11-22 04:00:00,225.51,10.63,1,0,0,0,0,0
1163,0.3,Beograd,2.97,5.7,10.29,29.67,1007.43,1.01,2.32,1.46,65.14,,444.0,2.07,2019-11-22 05:00:00,224.73,10.36,1,0,0,0,0,0
1164,0.29,Beograd,3.97,9.5,15.64,26.15,1007.71,1.27,2.99,1.57,65.54,,445.0,2.43,2019-11-22 06:00:00,222.0,9.97,1,0,0,0,0,0
1165,0.32,Beograd,8.98,12.89,27.5,23.25,1008.24,1.95,3.99,2.52,64.98,,446.0,2.67,2019-11-22 07:00:00,224.51,9.83,1,0,0,0,0,0
1166,0.32,Beograd,9.14,14.48,28.47,24.33,1008.77,2.62,7.39,3.35,63.75,,447.0,2.5,2019-11-22 08:00:00,220.8,10.08,1,0,0,0,0,0
1167,0.33,Beograd,8.77,12.28,25.71,26.87,1009.01,3.87,10.45,4.83,61.78,,448.0,2.49,2019-11-22 09:00:00,225.39,10.54,1,0,0,0,0,0
1168,0.33,Beograd,8.6,12.85,25.95,28.02,1009.3,4.92,13.18,6.95,57.8,,449.0,1.22,2019-11-22 10:00:00,246.39,11.65,1,0,0,0,0,0
1169,0.32,Beograd,,,,28.57,1009.54,4.61,10.33,5.46,53.49,,450.0,0.87,2019-11-22 11:00:00,237.96,12.66,1,0,0,0,0,0
1170,0.34,Beograd,8.67,12.96,26.26,28.6,1009.16,4.93,10.68,5.81,52.11,,451.0,0.78,2019-11-22 12:00:00,267.41,12.71,1,0,0,0,0,0
1171,0.33,Beograd,8.43,13.88,26.81,,1008.85,5.43,11.9,6.53,53.33,,452.0,1.41,2019-11-22 13:00:00,234.15,11.93,1,0,0,0,0,0
1172,0.33,Beograd,7.25,13.43,24.52,28.13,1008.72,5.34,10.35,6.22,54.32,,453.0,1.2,2019-11-22 14:00:00,235.43,11.34,1,0,0,0,0,0
1173,0.33,Beograd,7.71,15.87,27.7,24.67,1008.65,6.05,14.96,7.39,55.7,,454.0,1.62,2019-11-22 15:00:00,233.15,10.48,1,0,0,0,0,0
1174,0.37,Beograd,8.03,17.23,29.72,21.8,1008.82,7.74,11.38,8.55,57.74,,455.0,1.64,2019-11-22 16:00:00,231.84,9.43,1,0,0,0,0,0
1175,0.37,Beograd,6.65,16.44,26.65,22.85,1008.99,7.74,10.95,8.22,58.74,,456.0,1.57,2019-11-22 17:00:00,233.98,8.86,1,0,0,0,0,0
1176,0.36,Beograd,6.43,14.47,24.44,24.21,1009.18,6.8,9.33,7.09,60.81,,457.0,1.66,2019-11-22 18:00:00,234.74,8.07,1,0,0,0,0,0
1177,0.38,Beograd,6.8,14.76,25.51,22.61,1009.4,8.1,10.77,8.39,62.43,,458.0,1.79,2019-11-22 19:00:00,226.72,7.79,1,0,0,0,0,0
1178,0.38,Beograd,6.82,13.58,24.71,22.08,1009.77,7.69,10.39,8.14,62.29,,459.0,0.89,2019-11-22 20:00:00,231.58,7.68,1,0,0,0,0,0
1179,0.37,Beograd,6.16,13.52,23.02,22.16,1009.79,7.63,9.98,8.28,60.56,,460.0,0.95,2019-11-22 21:00:00,257.62,7.49,1,0,0,0,0,0
1180,0.35,Beograd,5.73,10.74,19.51,24.59,1009.47,5.48,8.95,5.92,60.97,,461.0,2.18,2019-11-22 22:00:00,231.37,6.96,1,0,0,0,0,0
1181,0.33,Beograd,5.3,9.3,17.42,25.4,1009.24,4.05,5.87,4.38,61.08,,462.0,2.34,2019-11-22 23:00:00,226.35,6.68,1,0,0,0,0,0
1182,0.32,Beograd,3.8,7.11,12.89,26.47,1009.12,3.1,5.08,3.65,61.41,,463.0,2.31,2019-11-23 00:00:00,228.37,6.52,1,0,0,0,0,0
1183,0.31,Beograd,4.16,6.51,12.89,25.83,1009.25,2.6,3.23,2.98,61.68,,464.0,2.0,2019-11-23 01:00:00,233.53,6.3,1,0,0,0,0,0
1184,0.3,Beograd,2.98,5.64,10.19,25.9,1008.99,2.24,3.34,2.7,62.75,,465.0,2.23,2019-11-23 02:00:00,232.25,5.91,1,0,0,0,0,0
1185,0.3,Beograd,3.63,6.31,11.89,24.08,1008.85,2.0,3.1,2.24,64.25,,466.0,3.0,2019-11-23 03:00:00,223.44,5.61,1,0,0,0,0,0
1186,0.29,Beograd,3.06,6.0,10.7,23.43,1008.92,2.17,2.94,2.35,65.02,,467.0,2.95,2019-11-23 04:00:00,221.97,5.46,1,0,0,0,0,0
1187,0.29,Beograd,3.36,7.13,12.31,21.79,1008.89,2.55,3.05,2.82,65.47,,468.0,3.02,2019-11-23 05:00:00,223.71,5.4,1,0,0,0,0,0
1188,0.3,Beograd,4.44,9.2,16.08,19.41,1008.9,3.21,4.24,3.33,65.95,,469.0,3.22,2019-11-23 06:00:00,221.9,5.46,1,0,0,0,0,0
1189,0.32,Beograd,5.42,9.95,18.24,19.04,1009.12,4.44,6.16,5.14,66.12,,470.0,2.99,2019-11-23 07:00:00,222.0,5.67,1,0,0,0,0,0
1190,0.33,Beograd,7.18,9.51,20.51,21.58,1009.25,6.08,8.36,6.67,65.18,,471.0,3.23,2019-11-23 08:00:00,223.61,6.29,1,0,0,0,0,0
1191,0.39,Beograd,9.55,10.71,25.42,22.37,1009.5,8.35,11.14,9.04,62.4,,472.0,2.42,2019-11-23 09:00:00,227.62,7.69,1,0,0,0,0,0
1192,0.4,Beograd,11.77,10.72,29.76,26.05,1009.38,9.86,14.23,11.82,57.85,,473.0,2.31,2019-11-23 10:00:00,227.92,9.5,1,0,0,0,0,0
1193,0.38,Beograd,9.35,11.3,25.84,27.61,1008.76,9.96,14.6,10.84,55.15,,474.0,2.27,2019-11-23 11:00:00,229.2,10.83,1,0,0,0,0,0
1194,0.38,Beograd,9.23,13.45,27.62,28.23,1008.05,10.82,16.8,11.92,52.24,,475.0,1.91,2019-11-23 12:00:00,227.48,12.03,1,0,0,0,0,0
1195,0.39,Beograd,8.16,14.39,26.93,28.38,1007.44,11.61,18.09,13.06,50.46,,476.0,1.39,2019-11-23 13:00:00,240.82,12.62,1,0,0,0,0,0
1196,0.42,Beograd,9.36,17.25,31.69,25.14,1007.26,13.52,21.77,14.71,50.96,,477.0,0.85,2019-11-23 14:00:00,244.9,12.24,1,0,0,0,0,0
1197,0.44,Beograd,8.49,18.26,31.26,20.57,1007.18,14.71,23.86,16.16,54.26,,478.0,0.8,2019-11-23 15:00:00,266.09,10.31,1,0,0,0,0,0
1198,0.46,Beograd,8.96,18.24,31.94,18.8,1007.0,14.74,22.2,16.17,58.5,,479.0,1.46,2019-11-23 16:00:00,232.68,8.93,1,0,0,0,0,0
1199,0.48,Beograd,7.63,14.51,26.23,21.32,1006.98,15.21,21.82,16.47,63.35,,480.0,2.45,2019-11-23 17:00:00,222.53,7.46,1,0,0,0,0,0
1200,0.44,Beograd,7.35,12.93,24.22,22.83,1007.1,12.79,16.09,14.04,66.78,,481.0,3.04,2019-11-23 18:00:00,220.06,6.74,1,0,0,0,0,0
1201,0.38,Beograd,7.83,13.02,24.98,24.04,1007.4,12.21,13.54,12.88,68.13,,482.0,2.85,2019-11-23 19:00:00,222.32,6.6,1,0,0,0,0,0
1202,0.39,Beograd,7.45,12.76,24.17,25.35,1007.54,11.27,13.6,11.85,67.91,,483.0,3.23,2019-11-23 20:00:00,221.47,6.72,1,0,0,0,0,0
1203,0.39,Beograd,7.16,11.78,22.69,26.9,1007.59,11.32,12.64,11.72,68.17,,484.0,3.22,2019-11-23 21:00:00,223.42,6.7,1,0,0,0,0,0
1204,0.37,Beograd,6.24,10.15,19.72,28.11,1007.48,9.07,10.12,9.48,68.22,,485.0,2.9,2019-11-23 22:00:00,226.82,6.72,1,0,0,0,0,0
1205,0.35,Beograd,5.06,8.68,16.48,28.03,1007.48,8.11,8.98,8.35,67.65,,486.0,2.72,2019-11-23 23:00:00,224.78,6.89,1,0,0,0,0,0
1206,0.34,Beograd,5.28,8.44,16.75,26.58,1007.37,7.68,8.69,8.17,67.52,,487.0,2.65,2019-11-24 00:00:00,229.11,6.81,1,0,0,0,0,0
1207,0.33,Beograd,4.01,7.05,13.06,27.02,1007.26,7.24,7.98,7.69,67.88,,488.0,2.39,2019-11-24 01:00:00,224.28,6.8,1,0,0,0,0,0
1208,0.32,Beograd,3.61,5.6,11.11,27.07,1006.83,6.65,7.15,7.02,68.54,,489.0,2.76,2019-11-24 02:00:00,226.35,6.53,1,0,0,0,0,0
1209,0.34,Beograd,4.36,5.42,12.33,26.52,1006.55,6.13,6.68,6.5,69.63,,490.0,3.0,2019-11-24 03:00:00,218.93,6.35,1,0,0,0,0,0
1210,0.31,Beograd,3.12,5.63,10.4,26.44,1006.58,6.13,6.95,6.57,69.84,,491.0,3.12,2019-11-24 04:00:00,220.96,6.59,1,0,0,0,0,0
1211,0.31,Beograd,3.09,7.35,12.08,24.72,1006.46,6.55,7.29,7.22,69.16,,492.0,2.73,2019-11-24 05:00:00,222.58,6.98,1,0,0,0,0,0
1212,0.31,Beograd,3.38,8.6,13.79,23.76,1006.5,7.06,8.5,7.62,68.79,,493.0,3.01,2019-11-24 06:00:00,222.02,7.23,1,0,0,0,0,0
1213,0.31,Beograd,3.85,8.07,13.96,25.48,1006.79,7.33,8.37,7.79,68.27,,494.0,2.36,2019-11-24 07:00:00,222.49,7.44,1,0,0,0,0,0
1214,0.35,Beograd,5.97,9.12,18.19,27.3,1007.07,8.7,10.26,9.27,66.56,,495.0,2.41,2019-11-24 08:00:00,229.56,8.2,1,0,0,0,0,0
1215,0.35,Beograd,5.59,8.31,16.88,32.09,1007.18,10.8,13.67,11.51,63.1,,496.0,2.1,2019-11-24 09:00:00,229.2,9.74,1,0,0,0,0,0
1216,0.38,Beograd,5.76,9.57,18.43,35.83,1007.11,10.9,15.57,12.28,58.25,,497.0,1.37,2019-11-24 10:00:00,255.84,11.57,1,0,0,0,0,0
1217,0.38,Beograd,6.46,10.81,20.67,38.01,1006.62,12.91,17.87,15.11,54.2,,498.0,0.99,2019-11-24 11:00:00,249.4,13.37,1,0,0,0,0,0
1218,0.36,Beograd,6.07,11.98,21.28,37.97,1006.32,11.19,16.64,12.62,48.23,,499.0,0.61,2019-11-24 12:00:00,25.99,15.51,1,0,0,0,0,0
1219,0.4,Beograd,6.13,13.51,22.95,37.25,1005.71,15.82,24.78,17.35,47.26,,500.0,0.33,2019-11-24 13:00:00,347.05,15.16,1,0,0,0,0,0
1220,0.46,Beograd,6.23,15.17,24.71,30.69,1005.37,18.25,27.04,19.5,50.63,,501.0,0.26,2019-11-24 14:00:00,263.5,13.1,1,0,0,0,0,0
1221,0.49,Beograd,6.61,16.91,27.08,20.53,1005.13,21.23,29.93,22.81,56.12,,502.0,0.69,2019-11-24 15:00:00,240.11,11.14,1,0,0,0,0,0
1222,,Beograd,6.42,15.8,25.62,16.32,1005.1,20.3,27.65,21.38,62.35,,503.0,1.25,2019-11-24 16:00:00,240.54,9.44,1,0,0,0,0,0
1223,0.61,Beograd,6.89,15.7,26.28,15.4,1005.34,19.17,25.96,20.36,65.34,,504.0,1.04,2019-11-24 17:00:00,246.93,8.69,1,0,0,0,0,0
1224,0.5,Beograd,5.97,14.52,23.69,17.54,1005.45,16.59,20.34,17.79,66.63,,505.0,0.81,2019-11-24 18:00:00,266.31,8.44,1,0,0,0,0,0
1225,0.45,Beograd,5.97,14.37,23.54,21.3,1005.34,14.97,16.43,15.14,65.87,,506.0,0.87,2019-11-24 19:00:00,256.93,8.55,1,0,0,0,0,0
1226,0.44,Beograd,6.3,13.85,23.84,21.47,1005.17,13.7,14.91,13.97,66.18,,507.0,1.31,2019-11-24 20:00:00,245.44,8.39,1,0,0,0,0,0
1227,0.47,Beograd,5.48,12.77,21.15,20.57,1005.0,13.89,15.02,14.4,65.93,,508.0,0.85,2019-11-24 21:00:00,247.98,8.58,1,0,0,0,0,0
1228,0.44,Beograd,4.89,11.73,19.19,20.78,1004.85,11.7,12.16,11.8,65.85,,509.0,0.7,2019-11-24 22:00:00,253.31,8.6,1,0,0,0,0,0
1229,0.42,Beograd,3.88,8.46,14.39,22.88,1004.74,7.55,8.66,7.84,66.08,,510.0,0.99,2019-11-24 23:00:00,244.81,8.47,1,0,0,0,0,0
1230,0.36,Beograd,3.3,6.25,11.29,24.81,1004.35,6.7,7.06,6.79,68.06,,511.0,1.9,2019-11-25 00:00:00,228.67,8.24,1,0,0,0,0,0
1231,0.35,Beograd,3.48,5.55,10.86,25.99,1004.29,5.79,6.22,6.04,68.79,,512.0,1.66,2019-11-25 01:00:00,230.34,8.37,1,0,0,0,0,0
1232,0.34,Beograd,2.81,4.27,8.59,26.15,1003.92,5.34,5.88,5.61,68.71,,513.0,1.17,2019-11-25 02:00:00,239.13,8.37,1,0,0,0,0,0
1233,0.33,Beograd,2.83,4.85,9.16,23.23,1003.68,5.38,5.73,5.55,68.47,,514.0,1.01,2019-11-25 03:00:00,250.34,8.21,1,0,0,0,0,0
1234,0.33,Beograd,2.67,4.93,9.05,22.26,1003.78,4.83,5.36,5.07,68.8,,515.0,0.64,2019-11-25 04:00:00,239.81,8.41,1,0,0,0,0,0
1235,0.35,Beograd,2.83,6.49,10.84,20.08,1003.82,4.57,4.94,4.8,67.27,,516.0,0.36,2019-11-25 05:00:00,259.14,9.0,1,0,0,0,0,0
1236,0.38,Beograd,4.85,11.81,19.3,13.25,1003.98,5.38,6.33,5.81,67.6,,517.0,0.71,2019-11-25 06:00:00,245.38,8.9,1,0,0,0,0,0
1237,0.49,Beograd,12.43,17.3,36.44,9.76,1004.05,9.32,11.54,10.51,69.69,,518.0,1.71,2019-11-25 07:00:00,228.43,8.74,1,0,0,0,0,0
1238,0.49,Beograd,15.79,19.2,42.8,12.96,1004.3,12.8,16.15,13.61,68.93,,519.0,1.61,2019-11-25 08:00:00,225.85,9.7,1,0,0,0,0,0
1239,0.45,Beograd,12.39,17.24,36.21,20.48,1004.49,12.49,17.84,14.04,64.85,,520.0,1.23,2019-11-25 09:00:00,240.2,11.21,1,0,0,0,0,0
1240,0.43,Beograd,10.49,16.0,32.14,29.63,1004.29,12.09,16.66,12.91,58.76,,521.0,1.47,2019-11-25 10:00:00,226.43,13.42,1,0,0,0,0,0
1241,0.43,Beograd,7.65,14.0,25.73,34.89,1003.6,10.52,15.46,11.56,54.85,,522.0,1.54,2019-11-25 11:00:00,230.29,14.88,1,0,0,0,0,0
1242,0.41,Beograd,,,,37.94,1003.04,10.31,18.55,11.85,53.38,,523.0,1.52,2019-11-25 12:00:00,227.11,15.57,1,0,0,0,0,0
1243,0.41,Beograd,6.8,14.97,25.44,36.2,1002.53,9.94,18.77,11.83,51.74,,524.0,0.99,2019-11-25 13:00:00,240.31,16.09,1,0,0,0,0,0
